Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,In-Service Date,Commercial Operation Date,Cessation Date,Current Cluster,Cluster Group,Service Type,Status (Original)
GEN-2009-040,,,Marshall County,KS,Tap Smittyville - Knob Hill 115KV,WERE,Wind,72.0,72.0,72.0,8/31/2009,Completed,9/3/2016,,,,12/31/2012,9/3/2016,,DISIS-2010-001-8,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2009-039,,,Lea County,NM,Eddy-Tolk 345,SPS,Wind,147.0,147.0,147.0,8/31/2009,Withdrawn,,,,,12/31/2012,,,,,,WITHDRAWN
GEN-2009-038,,,Hobbs,NM,Hobbs 230kV,SPS,Wind,99.0,99.0,99.0,8/27/2009,Withdrawn,,,,,9/1/2011,,,,,,WITHDRAWN
GEN-2009-037,,,Murray County,OK,Sunnyside - Lawton Eastside 345kV,OGE,Wind,202.0,202.0,202.0,8/27/2009,Withdrawn,,,,,5/31/2011,,,,,,WITHDRAWN
GEN-2009-036,,,Murray,OK,Sunnyside - Lawton Eastside 345kV,OGE,Wind,202.0,202.0,202.0,8/27/2009,Withdrawn,,,,,5/31/2011,,,,,,WITHDRAWN
GEN-2009-035,,,Grady County,OK,Cimarron - Lawton Eastside 345kV,WFEC,Wind,102.0,102.0,102.0,8/27/2009,Withdrawn,,,,,10/31/2012,,,,,,WITHDRAWN
GEN-2009-034,,,Grady County,OK,Cimarron - Lawton Eastside 345kV,WFEC,Wind,102.0,102.0,102.0,8/27/2009,Withdrawn,,,,,10/31/2012,,,,,,WITHDRAWN
GEN-2009-033,,,Beaver County,OK,Ochiltree 115kV,SPS,Wind,87.0,87.0,87.0,8/21/2009,Withdrawn,,,,,12/31/2012,,,,,,WITHDRAWN
GEN-2009-032S,,,Oklahoma City,OK,Foster 138kV,OGE,Thermal - Gas,6.4,0.0,0.0,8/18/2009,Withdrawn,,5/16/2011,,,8/1/2010,,,,,,WITHDRAWN
GEN-2009-031,,,Holt County,MO,Holt County 69 kV,KCPL,Wind,149.5,149.5,149.5,8/5/2009,Withdrawn,,,,,10/31/2011,,,,,,WITHDRAWN
GEN-2009-030,,,Custer County,OK,Weatherford 138kV,WFEC,Wind,100.8,100.8,100.8,8/3/2009,Withdrawn,,,,,7/1/2012,,,,,,WITHDRAWN
GEN-2009-029,,,Holt County,MO,Saint Joseph 161kV,KCPL,Wind,300.0,300.0,300.0,7/18/2009,Withdrawn,,,,,12/1/2012,,,,,,WITHDRAWN
GEN-2009-028,,,Jasper County,MO,Neosho - Morgan 345kV,EDE,Wind,150.0,150.0,150.0,7/17/2009,Withdrawn,,,,,12/31/2015,,,,,,WITHDRAWN
GEN-2009-027,,,Jasper County,MO,Neosho - Morgan 345kV,EDE,Wind,150.0,150.0,150.0,7/17/2009,Withdrawn,,,,,12/31/2014,,,,,,WITHDRAWN
GEN-2009-026,,,Rush County,KS,Spearville - Knoll 345kV,MIDW,Wind,102.0,102.0,102.0,7/14/2009,Withdrawn,,,,,12/31/2012,,,,,,WITHDRAWN
GEN-2009-025,,,Kay County,OK,TAP Deer Creek – Sinclair 69kV,OGE,Wind,59.8,59.8,59.8,6/19/2009,Completed,11/1/2012,,,,12/31/2011,11/1/2012,,DISIS-2009-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2009-024S,,,Masterson,TX,Exell Substation 115 kV Sub,SPS,Wind,18.0,18.0,18.0,6/15/2009,Withdrawn,,,,,12/1/2011,,,,,,WITHDRAWN
GEN-2009-023S,,,Masterson,TX,Exell Substation 115 kV Sub,SPS,Wind,18.0,18.0,18.0,6/15/2009,Withdrawn,,,,,4/1/2011,,,,,,WITHDRAWN
GEN-2009-022,,,Rawlins County,KS,Attwood 115kV Sub,MIDW,Wind,467.5,467.5,467.5,6/2/2009,Withdrawn,,,,,1/1/2011,,,,,,WITHDRAWN
GEN-2009-021,,,Holcomb,KS,Holcomb 345kV,SUNC,Thermal - Coal,895.0,0.0,0.0,5/11/2009,Withdrawn,,,,,6/15/2015,,,,,,WITHDRAWN
GEN-2009-020,,,Rush County,KS,Tap Nekoma - Bazine (Walnut Creek) 69kV,MIDW,Wind,48.3,48.3,48.3,4/15/2009,Completed,10/15/2015,,,,12/31/2011,10/15/2015,,DISIS-2010-001-8,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2009-019S,,,Rush County,KS,Nekoma - Balzine 69kV,MIDW,Wind,19.5,19.5,19.5,4/15/2009,Withdrawn,,,,,12/31/2011,,,,,,WITHDRAWN
GEN-2009-018,,,Hansford County,TX,Moore County - Hitchland 230kV,SPS,Wind,200.1,200.1,200.1,4/6/2009,Withdrawn,,,,,12/31/2011,,,,,,WITHDRAWN
GEN-2009-017,,,Reagan County,TX,TAP PEMBROOK-STILES 138kV,SPS,Wind,60.0,60.0,60.0,4/1/2009,Withdrawn,,,,,6/1/2011,,,,,,WITHDRAWN
GEN-2009-016,,,Elk City,OK,Falcon Road 138kV,AEP,Wind,100.3,100.3,100.3,3/31/2009,Withdrawn,,5/10/2011,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2009-015,,,Pawnee County,KS,Spearville - Mullergren 230kV,MIDW,Wind,72.0,72.0,72.0,3/26/2009,Withdrawn,,,,,12/31/2011,,,,,,WITHDRAWN
GEN-2009-014,,,Great Bend,KS,Mullergren 115kV,MKEC,Thermal - Gas,151.0,0.0,0.0,3/23/2009,Withdrawn,,,,,5/1/2011,,,,,,WITHDRAWN
GEN-2009-013,,,Dodge City,KS,North Judson Large 115kV,MKEC,Thermal - Gas,151.0,0.0,0.0,3/23/2009,Withdrawn,,,,,5/1/2011,,,,,,WITHDRAWN
GEN-2009-012,,,Holt County,MO,Cooper - St. Joseph 345kV,MIPU,Wind,300.0,300.0,300.0,3/20/2009,Withdrawn,,,,,12/31/2012,,,,,,WITHDRAWN
GEN-2009-011,,,Rooks County,KS,Tap Plainsville - Phillipsburg 115kV,MKEC,Wind,50.0,50.0,50.0,3/18/2009,Withdrawn,,,,,7/31/2011,,,,,ER,WITHDRAWN
GEN-2009-010,,,Barton County,KS,Mullergreen 230kV,MKEC,Wind,199.5,199.5,199.5,3/10/2009,Withdrawn,,,,,9/1/2011,,,,,,WITHDRAWN
GEN-2009-009,,,Barton County,KS,Pioneer Tap 115kV,SUNC,Wind,150.0,150.0,150.0,3/10/2009,Withdrawn,,,,,9/1/2011,,,,,,WITHDRAWN
GEN-2009-008,,,Ness County,KS,South Hays 230kV,MIDW,Wind,198.69,198.69,198.69,3/10/2009,Completed,12/1/2015,,,,9/1/2011,12/1/2015,,DISIS-2010-001-8,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2009-007,,,Midland,TX,Midland 345kV,SPS,Thermal - Gas,550.0,0.0,0.0,2/20/2009,Withdrawn,,,,,1/1/2012,,,,,,WITHDRAWN
GEN-2009-006,,,Washington County,AR,SE FAYETTEVILLE 161kV,AEP,Wind,60.0,60.0,60.0,2/18/2009,Withdrawn,,,,,12/31/2010,,,,,,WITHDRAWN
GEN-2009-005,,,Lyon County,KS,,WERE,Wind,200.1,200.1,200.1,2/13/2009,Withdrawn,,,,,12/1/2010,,,,,,WITHDRAWN
GEN-2009-004,,,Woodward County,OK,,WFEC,Wind,161.0,161.0,161.0,2/12/2009,Withdrawn,,,,,10/1/2010,,,,,,WITHDRAWN
GEN-2009-003O1,,,Cass County,NE,Cass County - Brock 161kV,OPPD,Wind,80.0,80.0,80.0,2/10/2009,Withdrawn,,,,,12/31/2011,,,,,,WITHDRAWN
GEN-2009-003O,,,Otoe County,NE,S974 69kV,OPPD,Wind,80.0,80.0,80.0,2/10/2009,Withdrawn,,,,,12/31/2011,,,,,,WITHDRAWN
GEN-2009-003,,,Pratt County,KS,St John - Pratt 115 kV line,SUNC,Wind,199.5,199.5,199.5,2/2/2009,Withdrawn,,,,,12/1/2010,,,,,,WITHDRAWN
GEN-2009-002,,,Lubbock County,TX,Jones 230kV,SPS,Thermal - Gas,306.0,0.0,0.0,1/9/2009,Withdrawn,,,,,5/1/2012,,,,,,WITHDRAWN
GEN-2009-001,,,Lubbock County,TX,Jones 230kV,SPS,Thermal - Gas,128.0,0.0,0.0,1/9/2009,Withdrawn,,,,,5/1/2012,,,,,,WITHDRAWN
GEN-2008-136,,,Odessa,TX,,SPS,Thermal - Gas,531.0,0.0,0.0,12/31/2008,Withdrawn,,,,,1/1/2012,,,,,ER,WITHDRAWN
GEN-2008-135,,,Odessa,TX,,SPS,Thermal - Gas,531.0,0.0,0.0,12/31/2008,Withdrawn,,,,,1/1/2012,,,,,ER,WITHDRAWN
GEN-2008-134,,,Kingfisher County,OK,,OGE,Wind,300.0,300.0,300.0,12/31/2008,Withdrawn,,,,,1/1/2012,,,,,ER,WITHDRAWN
GEN-2008-133,,,Seward County,KS,,SUNC,Wind,800.0,800.0,800.0,12/31/2009,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-132,,,Lea County,NM,,SPS,Thermal - Steam,604.0,0.0,0.0,12/30/2008,Withdrawn,,,,,5/1/2013,,,,,ER,WITHDRAWN
GEN-2008-131,,,Hockley County,TX,,SPS,Thermal - Gas,128.0,0.0,0.0,12/30/2008,Withdrawn,,,,,5/1/2012,,,,,ER,WITHDRAWN
GEN-2008-130,,,Floyd County,TX,,SPS,Wind,300.0,300.0,300.0,12/19/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-129,,,Cass County,MO,Pleasant Hill 161kV,MIPU,Thermal - CT,72.0,643.0,675.0,12/12/2008,Completed,2/15/2002,,,,5/1/2009,2/15/2002,,DISIS-2009-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-128,,,Hale County,TX,,SPS,Thermal - Gas,330.0,0.0,0.0,12/9/2008,Withdrawn,,,,,5/1/2013,,,,,ER,WITHDRAWN
GEN-2008-127,,,Sumner County,KS,Tap Rosehill - Sooner 345kV,WERE,Wind,200.1,200.1,200.1,12/5/2008,Withdrawn,,4/11/2011,,,10/31/2011,,,,,ER,WITHDRAWN
GEN-2008-126,,,Garfield County,OK,,OGE,Wind,240.0,240.0,240.0,12/5/2008,Withdrawn,,,,,12/30/2012,,,,,ER,WITHDRAWN
GEN-2008-125O,,,Burt County,NE,,OPPD,Wind,80.0,80.0,80.0,12/2/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-125,,,Hale County,TX,,SPS,Thermal - Gas,330.0,0.0,0.0,11/25/2008,Withdrawn,,,,,5/1/2012,,,,,ER,WITHDRAWN
GEN-2008-124T,,,Keys,OK,TC-Keyes Texas County 69kV,SPS,Wind,42.0,42.0,42.0,,Withdrawn,,10/3/2013,,,,,,,,ER,WITHDRAWN
GEN-2008-124N,,,,NE,,NPPD,Thermal - Nuclear,165.0,0.0,0.0,11/20/2008,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2008-124,,,Ford County,KS,Clark County-Spearville Ckt 1 (Ironwood) 345kV,SUNC,Wind,200.1,200.1,200.1,11/14/2008,Completed,2/28/2017,,,,1/1/2016,2/28/2017,,DISIS-2009-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-123N,,,Webster County,NE,Tap Pauline - Hildreth (Rosemont) 115kV,NPPD,Wind,89.66,89.66,89.66,11/12/2008,Completed,11/16/2017,,,,12/31/2016,11/16/2017,,DISIS-2010-001-8,02 NEBRASKA,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-123,,,Putnam,OK,,OGE,Wind,300.0,300.0,300.0,11/5/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-122,,,Pawnee County,KS,,MIDW,Wind,105.0,105.0,105.0,11/3/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-121O,,,Cass County,NE,,OPPD,Thermal - Steam,249.0,0.0,0.0,10/9/2008,Withdrawn,,,,,1/1/2014,,,,,ER,WITHDRAWN
GEN-2008-121N02,,,,NE,,NPPD,Wind,159.0,159.0,159.0,10/31/2008,Withdrawn,,,,,10/31/2008,,,,,ER,WITHDRAWN
GEN-2008-121N01,,,Saline County,NE,,NPPD,Wind,400.0,400.0,400.0,10/10/2008,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2008-121,,,Motley Co,TX,,SPS,Wind,149.5,149.5,149.5,10/9/2008,Withdrawn,,,,,3/1/2011,,,,,ER,WITHDRAWN
GEN-2008-120,,,Randall Co,TX,,SPS,Wind,239.2,239.2,239.2,10/9/2008,Withdrawn,,,,,3/1/2011,,,,,ER,WITHDRAWN
GEN-2008-119O,,,Richardson County,NE,S1399 161kV,OPPD,Wind,60.0,60.0,60.0,10/8/2008,Completed,,,,,12/31/2009,,,ICS-2008-001 Prior Queued,02 NEBRASKA,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-119,,,Scott County,KS,,SUNC,Wind,179.4,179.4,179.4,10/2/2008,Withdrawn,,,,,12/15/2012,,,,,ER,WITHDRAWN
GEN-2008-118,,,Scott County,KS,,SUNC,Wind,161.0,161.0,161.0,10/2/2008,Withdrawn,,,,,12/15/2011,,,,,ER,WITHDRAWN
GEN-2008-117,,,Scott County,KS,,SUNC,Wind,161.0,161.0,161.0,10/2/2008,Withdrawn,,,,,12/15/2010,,,,,ER,WITHDRAWN
GEN-2008-116,,,Parmer County,TX,,SPS,Wind,70.0,70.0,70.0,10/1/2008,Withdrawn,,,,,3/1/2011,,,,,ER,WITHDRAWN
GEN-2008-115,,,Woodward County,OK,,WFEC,Wind,200.0,200.0,200.0,9/26/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-114,,,Enid,OK,,OGE,Wind,100.0,100.0,100.0,9/25/2008,Withdrawn,,,,,12/31/2015,,,,,ER,WITHDRAWN
GEN-2008-113,,,Enid,OK,,OGE,Wind,100.0,100.0,100.0,9/25/2008,Withdrawn,,,,,12/31/2015,,,,,ER,WITHDRAWN
GEN-2008-112,,,Harper County,OK,,WFEC,Wind,500.0,500.0,500.0,9/22/2008,Withdrawn,,,,,10/1/2011,,,,,ER,WITHDRAWN
GEN-2008-111,,,Noble,OK,,OGE,Wind,400.0,400.0,400.0,9/18/2008,Withdrawn,,,,,7/1/2010,,,,,ER,WITHDRAWN
GEN-2008-110,,,Texas,OK,,SPS,Wind,299.2,299.2,299.2,9/15/2008,Withdrawn,,,,,7/31/2011,,,,,ER,WITHDRAWN
GEN-2008-109,,,Texas,OK,,SPS,Wind,150.0,150.0,150.0,9/15/2008,Withdrawn,,,,,7/31/2011,,,,,ER,WITHDRAWN
GEN-2008-108,,,Moore County,TX,,SPS,Wind,198.0,198.0,198.0,9/9/2008,Withdrawn,,,,,10/1/2012,,,,,ER,WITHDRAWN
GEN-2008-107,,,Kingfisher County,OK,,OGE,Wind,100.0,100.0,100.0,9/4/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-106,,,Kingfisher County,OK,,OGE,Wind,100.0,100.0,100.0,9/4/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-105,,,Noble County,OK,,OGE,Wind,100.0,100.0,100.0,9/4/2011,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-104,,,Noble County,OK,,OGE,Wind,100.0,100.0,100.0,9/4/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-103,,,Harper County,OK,,WFEC,Wind,300.0,300.0,300.0,9/3/2008,Withdrawn,,,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2008-102,,,Chaves County,NM,,SPS,Solar,34.2,0.0,0.0,8/25/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-101,,,Lea County,NM,,SPS,Solar,34.2,0.0,0.0,8/25/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-100,,,Lynn County,TX,,SPS,Wind,180.0,180.0,180.0,8/25/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-099,,,Coffey County,KS,,WERE,Wind,100.0,100.0,100.0,8/22/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-098,,,Coffey County,KS,Waverly 345kV,WERE,Wind,99.5,99.5,99.5,8/22/2008,Completed,11/30/2015,,,,12/31/2011,11/30/2015,,DISIS-2010-001-8,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-097,,,Reno County,KS,,WERE,Wind,100.0,100.0,100.0,8/22/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-096,,,Reno County,KS,,WERE,Wind,100.0,100.0,100.0,8/22/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-095,,,Wilbarger County,TX,,AEP,Hydro,200.0,0.0,0.0,8/19/2008,Withdrawn,,,,,9/1/2011,,,,,,WITHDRAWN
GEN-2008-094,,,Wilbarger County,TX,,AEP,Hydro,100.0,0.0,0.0,8/19/2008,Withdrawn,,,,,9/1/2011,,,,,,WITHDRAWN
GEN-2008-093,,,Roosevelt County,NM,,SPS,Wind,525.0,525.0,525.0,8/18/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-092,,,Ellis County,KS,Post Rock 230kV,MIDW,Wind,200.5,200.5,200.5,8/18/2008,Completed,11/30/2015,,,,12/1/2011,11/30/2015,,DISIS-2009-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-091,,,Grant County,OK,,OGE,Wind,300.0,300.0,300.0,8/14/2008,Withdrawn,,,,,1/1/2011,,,,,ER,WITHDRAWN
GEN-2008-090,,,Beaver County,OK,,WFEC,Wind,300.0,300.0,300.0,8/14/2008,Withdrawn,,,,,1/1/2012,,,,,ER,WITHDRAWN
GEN-2008-089,,,Western Ellis County,KS,,MIDW,Wind,150.0,150.0,150.0,8/14/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-088,,,Oldham County,TX,Vega 69kV,SPS,Wind,50.6,50.6,50.6,8/12/2008,Withdrawn,,5/6/2015,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2008-087,,,Ford County,KS,,SUNC,Wind,300.0,300.0,300.0,8/12/2008,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2008-086N02,,,Antelope County,NE,Meadow Grove 230kV,NPPD,Wind,201.0,201.0,201.0,8/8/2008,Completed,12/31/2014,,,,,12/31/2014,,DISIS-2009-001-6,02 NEBRASKA,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-086N01,,,,NE,,NPPD,Wind,99.0,99.0,99.0,8/8/2008,Withdrawn,,,,,1/1/2010,,,,,ER,WITHDRAWN
GEN-2008-086N,,,,NE,,NPPD,Wind,99.0,99.0,99.0,8/8/2008,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2008-086,,,Woodward County,OK,,WFEC,Wind,250.0,250.0,250.0,8/6/2008,Withdrawn,,,,,10/1/2011,,,,,ER,WITHDRAWN
GEN-2008-085,,,Lamb County,TX,,SPS,Wind,135.0,135.0,135.0,8/5/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-084,,,Oldham County,TX,,SPS,Wind,300.0,300.0,300.0,8/1/2008,Withdrawn,,,,,6/1/2011,,,,,ER,WITHDRAWN
GEN-2008-083,,,Garza County,TX,,SPS,Wind,99.9,99.9,99.9,8/1/2008,Withdrawn,,,,,6/1/2010,,,,,ER,WITHDRAWN
GEN-2008-082,,,Lipscomb County,TX,,SPS,Wind,200.0,200.0,200.0,7/31/2008,Withdrawn,,,,,12/31/2015,,,,,ER,WITHDRAWN
GEN-2008-081,,,Meade County,KS,,SUNC,Wind,110.0,110.0,110.0,7/30/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-080,,,Seward County,KS,,SUNC,Wind,80.0,80.0,80.0,7/30/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-079,,,Gray County,KS,Crooked Creek 115kV,MKEC,Wind,98.9,98.9,98.9,7/29/2008,Completed,11/2/2011,,,,12/1/2010,11/2/2011,,DISIS-2009-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-078,,,Woodward County,OK,,WFEC,Wind,150.0,150.0,150.0,7/28/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-077,,,Roger Mills County,OK,,WFEC,Wind,220.0,220.0,220.0,7/28/2008,Withdrawn,,,,,7/31/2011,,,,,ER,WITHDRAWN
GEN-2008-076,,,Barber County,KS,,MKEC,Wind,300.0,300.0,300.0,7/18/2008,Withdrawn,,,,,10/1/2011,,,,,ER,WITHDRAWN
GEN-2008-075,,,Barber County,KS,,MKEC,Wind,300.0,300.0,300.0,7/18/2008,Withdrawn,,,,,10/1/2011,,,,,ER,WITHDRAWN
GEN-2008-074,,,Barber County,KS,,MKEC,Wind,300.0,300.0,300.0,7/18/2008,Withdrawn,,,,,10/1/2010,,,,,ER,WITHDRAWN
GEN-2008-073,,,Barber County,KS,,MKEC,Wind,300.0,300.0,300.0,7/18/2008,Withdrawn,,,,,10/1/2010,,,,,ER,WITHDRAWN
GEN-2008-072,,,Lamb County,TX,,SPS,Wind,300.0,300.0,300.0,7/16/2008,Withdrawn,,,,,1/1/2011,,,,,ER,WITHDRAWN
GEN-2008-071,,,Kay County,OK,Newkirk 138kV,OGE,Wind,76.8,76.8,76.8,7/14/2008,Withdrawn,,,,,11/1/2010,,,,,ER,WITHDRAWN
GEN-2008-070S,,,Tulsa,OK,,AEP,Thermal - Bio,16.8,0.0,0.0,7/14/2008,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2008-069,,,Roosevelt County,NM,,SPS,Wind,298.5,298.5,298.5,7/10/2008,Withdrawn,,,,,9/1/2011,,,,,ER,WITHDRAWN
GEN-2008-068,,,Lincoln County,KS,,MIDW,Wind,150.0,150.0,150.0,7/2/2008,Withdrawn,,,,,10/1/2011,,,,,ER,WITHDRAWN
GEN-2008-067,,,Hereford,TX,,SPS,Wind,160.0,160.0,160.0,6/30/2008,Withdrawn,,,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2008-066,,,Hamilton County,KS,,SUNC,Wind,120.0,120.0,120.0,6/23/2008,Withdrawn,,,,,8/30/2010,,,,,ER,WITHDRAWN
GEN-2008-065,,,Ellis County,OK,,OGE,Wind,200.0,200.0,200.0,6/18/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-064,,,Roosevelt County,NM,,SPS,Wind,201.0,201.0,201.0,6/17/2008,Withdrawn,,,,,10/10/2010,,,,,ER,WITHDRAWN
GEN-2008-063,,,Beaver County,OK,,SPS,Wind,100.0,100.0,100.0,6/16/2008,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2008-062,,,Beaver County,OK,,MKEC,Wind,100.0,100.0,100.0,6/16/2008,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2008-061,,,Lincoln County,KS,,MIDW,Wind,150.0,150.0,150.0,6/10/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-060,,,Edwards County,KS,,WPEK,Wind,300.0,300.0,300.0,6/10/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-059,,,Barber County,KS,,WPEK,Wind,100.8,100.8,100.8,6/10/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-058,,,Roosevelt County,NM,,SPS,Wind,201.0,201.0,201.0,6/9/2008,Withdrawn,,,,,11/1/2010,,,,,ER,WITHDRAWN
GEN-2008-057,,,Pawnee County,OK,,GRDA,Wind,259.5,259.5,259.5,6/9/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-056S,,,Carter County,OK,,OGE,Thermal - Gas,4.8,0.0,0.0,6/6/2008,Withdrawn,,,,,3/1/2009,,,,,ER,WITHDRAWN
GEN-2008-055,,,Smith County,KS,,SUNC,Wind,300.0,300.0,300.0,6/5/2008,Withdrawn,,,,,11/1/2011,,,,,ER,WITHDRAWN
GEN-2008-054,,,Woodward County,OK,,WFEC,Wind,150.0,150.0,150.0,6/4/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-053,,,Gray County,TX,,SPS,Wind,150.0,150.0,150.0,6/2/2008,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2008-052,,,Parmer County,TX,,SPS,Wind,65.0,65.0,65.0,6/2/2008,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2008-051,,,Oldham County,TX,Potter County 345kV,SPS,Wind,161.0,161.0,161.0,5/30/2008,Completed,12/31/2014,,,,12/31/2010,12/31/2014,,DISIS-2009-001-6,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-050,,,Lea County,NM,,SPS,Wind,201.0,201.0,201.0,5/27/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-049,,,Cloud County,KS,,WPEK,Wind,200.0,200.0,200.0,5/23/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-048,,,Kiowa County,CO,,SPS,Wind,500.0,500.0,500.0,5/23/2008,Withdrawn,,,,,1/5/2011,,,,,ER,WITHDRAWN
GEN-2008-047,,,Beaver County,OK,Hitchland-Woodward EHV Dbl Ckt (Beaver County) 345kV,OGE,Wind,263.13,263.13,263.13,5/16/2008,Completed,12/31/2014,,,,12/31/2012,12/31/2014,,DISIS-2010-001-8,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-046,,,Murray County,OK,Sunnyside 345kV,OGE,Wind,200.0,200.0,200.0,5/16/2008,Withdrawn,,5/30/2013,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-045,,,Woodward County,OK,,OGE,Wind,300.0,300.0,300.0,5/15/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-044,,,Dewey County,OK,Tatonga 345kV,OGE,Wind,197.8,197.8,197.8,5/15/2008,Completed,2/28/2012,,,,12/1/2011,2/28/2012,,DISIS-2010-001-8,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-043,,,Garfied County,OK,,OGE,Wind,150.0,150.0,150.0,5/12/2008,Withdrawn,,,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2008-042,,,Garfield County,OK,,OGE,Wind,300.0,300.0,300.0,5/12/2008,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2008-041,,,Motley County,TX,,SPS,Wind,135.0,135.0,135.0,5/12/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-040,,,Rogers Mills County,OK,,WFEC,Wind,120.0,120.0,120.0,5/12/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
